Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
PGIM India Dual Advantage Fund - Series 1 - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,23.55,0.19%,0.79%,-0.23%,5.03%,0.32%,18.16%,7.38%,6.85%,-,-,-0.07%,0.24%,-0.14%,0.94%,0.01%,1.17%,2.38%,0.40%,-0.06%,0.92%,1.47%,1.15%,0.17%,2.16%,4.23%,2.50%,4.95%,-4.45%,3.06%,1.20%,1.32%,-,-,-,2.33%,7.42%,8.63%,-,-,-,-,-,-,-,-,-,6/13,6/13,12/13,7/13,12/13,6/13,11/13,6/8,0/0,0/0,3.11,0.5,2.02,2.97,0.12,-,23.51%,17,61.66%,7,-,14.84%,-,12.6087,0.43%,17-May-21,12.6087,17-May-21,10.8254,21-May-20,7.08%,12.28%,14.61%,-,-
UTI Dual Advantage Fixed Term Fund - Series IV - IV (1997 Days) - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,28.46,0.18%,2.71%,3.12%,9.66%,2.72%,18.88%,13.50%,11.84%,-,-,-0.07%,0.25%,-0.12%,0.96%,0.03%,1.19%,2.40%,0.42%,-0.04%,0.94%,1.49%,1.18%,0.18%,2.21%,4.30%,2.57%,5.10%,-4.29%,3.23%,1.36%,1.40%,-,-,-,2.40%,7.89%,9.35%,-,-,-,-,-,-,-,-,-,6/13,7/13,12/13,11/13,12/13,6/13,11/13,6/8,0/0,0/0,12.04,-,0.56,-,0.14,-,23.51%,17,61.66%,7,-,14.84%,-,13.0982,0.4%,17-May-21,13.1705,03-Mar-21,11.0463,20-May-20,6.98%,12.45%,-,-,-
PGIM India Dual Advantage Fund - Series 1 - GrowthFixed Maturity Plans - Hybrid,-,23.55,0.18%,0.73%,-0.41%,4.64%,0.23%,17.24%,6.46%,5.89%,-,-,0.12%,0.24%,0.30%,0.44%,0.45%,1.10%,2.20%,1.25%,0.23%,0.76%,1.35%,1.51%,0.37%,1.65%,4.72%,2.48%,4.44%,-2.71%,2.21%,1.74%,1.79%,2.72%,2.43%,-0.26%,2.03%,8.96%,8.81%,2.37%,-,-,-,-,-,-,-,-,5/13,7/13,5/13,6/13,4/13,7/13,3/13,0/0,0/0,0/0,,,,,,-,22.56%,15,46.33%,3,-,31.11%,-,12.8233,0.39%,17-May-21,12.8233,17-May-21,10.9435,21-May-20,6.63%,11.31%,13.08%,-,-
UTI Dual Advantage Fixed Term Fund - Series IV - IV (1997 Days) - GrowthFixed Maturity Plans - Hybrid,-,28.46,0.17%,2.66%,3.00%,9.41%,2.66%,18.32%,12.95%,10.89%,-,-,0.14%,0.28%,0.32%,0.45%,0.48%,1.14%,2.24%,1.29%,0.27%,0.80%,1.39%,1.55%,0.42%,1.72%,4.85%,2.61%,4.57%,-2.60%,2.30%,1.85%,1.91%,2.92%,2.63%,0.21%,2.16%,9.49%,9.42%,3.14%,-,-,-,-,-,-,-,-,12/13,11/13,10/13,10/13,10/13,7/13,5/13,0/0,0/0,0/0,,,,,,-,22.56%,15,46.33%,3,-,31.11%,-,12.5835,0.39%,17-May-21,12.6727,03-Mar-21,10.6943,22-May-20,6.62%,11.64%,-,-,-
SBI Dual Advantage Fund – Series XXVIII - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,1001.22,0.06%,0.27%,0.85%,3.97%,0.43%,13.45%,8.79%,-,-,-,0.35%,0.06%,0.21%,0.75%,0.04%,1.30%,2.31%,1.18%,0.26%,0.80%,1.33%,1.15%,0.41%,2.07%,4.97%,2.56%,4.08%,-2.86%,2.10%,1.51%,1.68%,2.69%,2.34%,-,2.65%,9.26%,8.27%,1.58%,-,-,-,-,-,-,-,-,12/13,11/13,10/13,11/13,10/13,8/13,6/13,0/0,0/0,0/0,,,,,,-,20.72%,27,35.25%,11,-,44.03%,-,12.878,0.37%,17-May-21,12.8997,15-Feb-21,11.0204,20-May-20,6.59%,11.23%,-,-,-
SBI Dual Advantage Fund – Series XXVIII - Regular Plan - GrowthFixed Maturity Plans - Hybrid,-,1001.22,0.05%,0.23%,0.76%,3.77%,0.38%,12.95%,8.30%,-,-,-,0.37%,0.09%,0.24%,0.75%,0.06%,1.34%,2.34%,1.22%,0.30%,0.84%,1.37%,1.19%,0.47%,2.13%,5.10%,2.69%,4.21%,-2.33%,2.20%,1.64%,1.81%,2.89%,2.55%,-,2.77%,9.78%,8.87%,1.96%,-,-,-,-,-,-,-,-,4/13,6/13,5/13,6/13,4/13,8/13,3/13,0/0,0/0,0/0,,,,,,-,20.72%,27,35.25%,11,-,44.03%,-,12.6741,0.37%,17-May-21,12.7063,15-Feb-21,10.8834,20-May-20,6.50%,11.49%,-,-,-
Nippon India Dual Advantage Fixed Tenure Fund - XII - Plan A - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,41.18,0.05%,0.01%,-,4.91%,0.18%,13.32%,8.64%,7.48%,-,-,0.42%,0.08%,0.19%,0.84%,-0.04%,1.25%,2.28%,1.27%,0.28%,0.78%,1.79%,1.69%,0.51%,2.11%,5.03%,3.06%,4.75%,-3.11%,2.65%,1.45%,1.83%,2.84%,-,-,2.84%,9.77%,9.16%,2.45%,-,-,-,-,-,-,-,-,11/13,8/13,6/13,7/13,6/13,9/13,4/13,0/0,0/0,0/0,,,,,,-,19.84%,38,-,-,-,80.16%,-,12.8165,0.27%,17-May-21,12.8195,10-May-21,11.0734,20-May-20,6.38%,10.81%,-,-,-
Nippon India Dual Advantage Fixed Tenure Fund - XII - Plan A - GrowthFixed Maturity Plans - Hybrid,-,41.18,0.04%,-0.01%,-0.04%,4.80%,0.17%,13.01%,8.17%,6.80%,-,-,0.44%,0.12%,0.21%,0.84%,-0.01%,1.29%,2.31%,1.31%,0.32%,0.82%,1.83%,1.73%,0.57%,2.17%,5.16%,3.19%,4.88%,-3.00%,2.78%,1.57%,1.95%,3.04%,-,-,2.95%,10.22%,9.82%,2.62%,-,-,-,-,-,-,-,-,11/13,8/13,6/13,8/13,6/13,9/13,4/13,0/0,0/0,0/0,,,,,,-,19.84%,38,-,-,-,80.16%,-,12.6446,0.26%,17-May-21,12.6486,10-May-21,10.9712,20-May-20,6.27%,10.97%,-,-,-
SBI Dual Advantage Fund – Series XXIX - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,1048.36,0.00%,0.62%,0.47%,4.88%,0.63%,14.07%,9.02%,-,-,-,1.18%,0.37%,0.22%,1.12%,-0.17%,1.71%,3.44%,0.81%,0.09%,1.45%,1.71%,1.74%,1.55%,2.72%,6.53%,3.34%,7.15%,-8.40%,2.38%,0.24%,1.47%,3.25%,0.80%,0.22%,4.63%,8.11%,7.47%,0.70%,13.40%,10.87%,0.04%,-,-,-,-,-,10/13,10/13,7/13,9/13,9/13,10/13,7/13,0/0,0/0,0/0,,,,,,-,16.37%,24,70.07%,13,-,13.56%,-,12.8825,0.23%,17-May-21,12.8825,17-May-21,11.6848,20-May-20,6.11%,10.60%,-,-,-
SBI Dual Advantage Fund – Series XXIX - Regular Plan - GrowthFixed Maturity Plans - Hybrid,-,1048.36,-0.01%,0.59%,0.39%,4.70%,0.57%,13.58%,8.54%,-,-,-,1.20%,0.41%,0.26%,1.16%,-0.13%,1.76%,3.48%,0.85%,0.13%,1.49%,1.75%,1.78%,1.62%,2.84%,6.66%,3.46%,7.28%,-8.28%,2.50%,0.36%,1.62%,3.68%,1.24%,0.67%,4.82%,8.70%,8.45%,2.48%,15.44%,12.89%,0.05%,-,-,-,-,-,10/13,10/13,8/13,10/13,9/13,10/13,7/13,0/0,0/0,0/0,,,,,,-,16.37%,24,70.07%,13,-,13.56%,-,12.6002,0.23%,17-May-21,12.6002,17-May-21,11.4435,20-May-20,5.88%,10.10%,-,-,-
SBI Dual Advantage Fund - Series XXX - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,483.13,-0.02%,0.73%,0.59%,5.02%,0.77%,15.83%,9.81%,-,-,-,1.07%,-0.54%,0.04%,0.90%,-0.31%,1.92%,3.22%,0.68%,-0.23%,1.80%,1.48%,1.74%,0.52%,2.49%,6.41%,3.10%,7.52%,-8.38%,2.49%,0.39%,-7.59%,2.51%,1.19%,-0.33%,3.33%,8.15%,-2.51%,0.11%,13.66%,9.74%,-,-,-,-,-,-,8/13,12/13,3/13,12/13,11/13,11/13,8/13,0/0,0/0,0/0,,,,,,-,15.12%,22,58.56%,14,-,26.32%,-,12.533,0.22%,17-May-21,12.533,17-May-21,10.9795,20-May-20,5.43%,9.90%,-,-,-
SBI Dual Advantage Fund - Series XXX - Regular Plan - GrowthFixed Maturity Plans - Hybrid,-,483.13,-0.03%,0.69%,0.50%,4.84%,0.71%,15.34%,9.30%,-,-,-,1.09%,-0.50%,0.08%,0.93%,-0.28%,1.96%,3.26%,0.72%,-0.19%,1.84%,1.52%,1.78%,0.58%,2.61%,6.54%,3.22%,7.65%,-8.27%,2.61%,0.51%,-7.48%,2.93%,1.62%,0.10%,2.91%,8.10%,-1.75%,1.82%,15.70%,11.49%,-,-,-,-,-,-,9/13,13/13,11/13,8/13,13/13,11/13,9/13,5/8,0/0,0/0,,,,,,-,15.12%,22,58.56%,14,-,26.32%,-,12.3443,0.22%,17-May-21,12.345,10-May-21,10.8603,20-May-20,5.38%,9.56%,13.78%,-,-
Canara Robeco Dual Advantage Fund - Series 1 - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,470.01,-0.05%,0.43%,0.07%,4.82%,0.45%,16.74%,9.40%,-,-,-,1.23%,-0.24%,-0.34%,1.93%,-0.36%,1.50%,4.02%,0.91%,-0.14%,1.60%,1.64%,1.72%,0.99%,3.44%,7.06%,3.31%,7.80%,-8.26%,3.99%,0.04%,-7.08%,2.74%,1.04%,0.32%,4.85%,9.19%,-1.08%,1.55%,14.20%,8.78%,-,-,-,-,-,-,8/13,12/13,3/13,13/13,11/13,12/13,8/13,0/0,0/0,0/0,,,,,,-,11.58%,11,77.14%,7,-,11.27%,-,12.6302,0.01%,17-May-21,12.6302,17-May-21,11.1277,20-May-20,5.25%,9.15%,12.94%,-,-
Canara Robeco Dual Advantage Fund - Series 1 - GrowthFixed Maturity Plans - Hybrid,-,470.01,-0.05%,0.40%,-0.01%,4.64%,0.41%,16.34%,9.00%,-,-,-,1.26%,-0.19%,-0.29%,1.97%,-0.32%,1.54%,4.06%,0.95%,-0.11%,1.64%,1.68%,1.76%,1.06%,3.59%,7.19%,3.44%,7.95%,-8.12%,4.15%,0.17%,-6.97%,3.16%,1.47%,0.74%,5.08%,10.10%,0.04%,3.28%,16.18%,10.37%,-,-,-,-,-,-,9/13,13/13,11/13,9/13,13/13,12/13,9/13,5/8,0/0,0/0,,,,,,-,11.58%,11,77.14%,7,-,11.27%,-,12.3912,0.01%,17-May-21,12.3912,17-May-21,10.9646,20-May-20,5.20%,9.39%,-,-,-
Axis Equity Advantage Fund - Series 1 - Direct Plan - GrowthFixed Maturity Plans - Hybrid,-,1264.71,-0.25%,0.97%,-1.51%,10.65%,0.77%,35.50%,15.29%,11.55%,-,-,1.83%,0.45%,0.14%,2.25%,-0.84%,1.84%,3.81%,0.81%,-0.46%,0.87%,1.10%,1.04%,2.29%,3.22%,7.05%,1.91%,4.72%,-0.63%,1.81%,2.00%,1.73%,2.93%,2.04%,0.72%,5.96%,13.48%,9.05%,3.02%,3.42%,-,-,-,-,-,-,-,1/13,9/13,4/13,12/13,7/13,13/13,10/13,3/8,0/0,0/0,,,,,,-,-,-,69.19%,11,-,30.81%,-,12.4048,0.01%,11-May-21,12.4776,03-Mar-21,10.9777,20-May-20,4.67%,8.44%,13.26%,-,-
Axis Equity Advantage Fund - Series 1 - GrowthFixed Maturity Plans - Hybrid,-,1264.71,-0.33%,0.88%,-1.71%,10.18%,0.67%,34.26%,14.26%,10.37%,-,-,1.86%,0.48%,0.18%,2.29%,-0.80%,1.88%,3.85%,0.84%,-0.43%,0.91%,1.14%,1.08%,2.35%,3.33%,7.17%,2.02%,4.85%,-0.51%,1.93%,2.13%,1.86%,3.36%,2.49%,1.17%,6.15%,14.02%,9.93%,4.84%,4.93%,-,-,-,-,-,-,-,2/13,9/13,4/13,13/13,8/13,13/13,10/13,3/8,0/0,0/0,,,,,,-,-,-,69.19%,11,-,30.81%,-,12.1211,0.01%,11-May-21,12.1957,03-Mar-21,10.754,20-May-20,4.60%,8.29%,12.72%,-,-
