Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
Motilal Oswal Multi Asset Fund - Direct Plan - GrowthMulti Asset Allocation,-,222.76,-0.08%,0.37%,1.24%,2.38%,1.88%,-,-,-,-,-,4.41%,0.34%,-1.86%,7.10%,-1.15%,6.94%,9.63%,-0.42%,-6.81%,3.60%,3.25%,3.17%,4.77%,8.22%,18.56%,0.83%,22.49%,-24.07%,6.96%,-3.63%,1.65%,3.95%,0.02%,2.67%,15.09%,9.69%,7.21%,-1.93%,28.15%,11.90%,-1.63%,36.80%,15.38%,30.58%,-20.32%,21.26%,7/10,4/10,10/10,8/10,5/10,6/8,6/7,6/7,7/7,6/7,,,,,,-,66.32%,61,9.47%,6,-,1.68%,15.45%,36.6812,0.67%,17-May-21,36.6812,17-May-21,29.471,27-May-20,14.50%,20.65%,24.57%,32.03%,-
Navi 3 in 1 Fund - Direct Plan - GrowthMulti Asset Allocation,-,16.93,-0.09%,2.71%,-0.50%,9.82%,3.13%,39.15%,13.68%,10.24%,9.19%,-,4.44%,0.39%,-1.81%,7.14%,-1.11%,6.99%,9.68%,-0.37%,-6.77%,3.65%,3.31%,3.23%,4.85%,8.38%,18.73%,1.00%,22.69%,-23.94%,7.12%,-3.48%,1.82%,4.19%,0.26%,2.92%,15.35%,10.42%,7.97%,-0.86%,29.37%,12.77%,-0.75%,37.83%,16.10%,-,-,-,7/10,4/10,10/10,7/10,5/10,6/8,6/7,6/7,6/7,0/0,,,,,,-,66.32%,61,9.47%,6,-,1.68%,15.45%,34.3441,0.66%,17-May-21,34.3441,17-May-21,27.7827,27-May-20,13.38%,18.65%,21.64%,27.31%,52.40%
Motilal Oswal Multi Asset Fund - GrowthMulti Asset Allocation,-,222.76,-0.11%,0.22%,0.86%,1.61%,1.67%,-,-,-,-,-,-,-,-,-,-,-,6.28%,0.65%,-2.44%,-,-,-,-,-,13.30%,-,-,-,-,-,-,-,-,-,5.28%,-,-,-,-,-,-,-,-,-,-,-,5/10,8/10,9/10,9/10,10/10,7/8,7/7,7/7,6/7,7/7,,,,,,-,65.43%,64,15.61%,11,11.48%,5.16%,2.32%,67.4959,0.1%,17-May-21,67.6521,11-May-21,33.9177,20-May-20,10.72%,16.72%,18.98%,25.59%,-
Navi 3 in 1 Fund - GrowthMulti Asset Allocation,-,16.93,-0.13%,2.55%,-0.96%,8.79%,2.88%,36.91%,12.00%,8.73%,7.74%,8.09%,0.41%,1.15%,-0.74%,1.16%,-1.37%,4.37%,-,-,-,-,-,-,1.56%,2.18%,-,-,-,-,-,-,-,-,-,-,4.97%,10.12%,-,-,-,-,-,-,-,-,-,-,5/10,8/10,9/10,9/10,10/10,7/8,7/7,7/7,7/7,0/0,,,,,,-,65.43%,64,15.61%,11,11.48%,5.16%,2.32%,67.0863,0.08%,17-May-21,67.2637,11-May-21,34.0098,20-May-20,10.66%,18.00%,23.51%,32.82%,-
Axis Triple Advantage Fund - Direct Plan - GrowthMulti Asset Allocation,-,965.82,-0.22%,2.60%,0.70%,12.13%,3.08%,44.77%,19.24%,13.79%,12.30%,-,0.34%,1.00%,-0.89%,1.03%,-1.50%,4.51%,-,-,-,-,-,-,1.34%,1.73%,-,-,-,-,-,-,-,-,-,-,5.28%,10.70%,-,-,-,-,-,-,-,-,-,-,2/10,3/10,3/10,7/10,3/10,8/8,5/7,5/7,5/7,5/7,,,,,,-,50.76%,37,14.72%,6,3.13%,11.96%,-,10.6037,0.41%,17-May-21,10.6122,10-May-21,9.8955,24-Sep-20,10.23%,15.75%,17.48%,22.76%,47.84%
Axis Triple Advantage Fund - GrowthMulti Asset Allocation,-,965.82,-0.26%,2.45%,0.29%,11.24%,2.86%,42.54%,17.59%,12.33%,10.90%,9.84%,-,-,-,-,-,-,6.22%,0.53%,-2.56%,-,-,-,-,-,12.86%,-,-,-,-,-,-,-,-,-,4.97%,-,-,-,-,-,-,-,-,-,-,-,3/10,3/10,3/10,8/10,3/10,8/8,5/7,5/7,5/7,0/0,,,,,,-,50.76%,37,14.72%,6,3.13%,11.96%,-,10.4774,0.4%,17-May-21,10.4888,10-May-21,9.8741,24-Sep-20,10.21%,17.13%,22.17%,29.98%,68.18%
Tata Multi Asset Opportunities Fund - Direct Plan - GrowthMulti Asset Allocation,-,681.28,-0.46%,2.00%,1.77%,16.93%,1.67%,45.07%,-,-,-,-,2.71%,1.59%,-0.98%,1.22%,-1.64%,3.73%,3.54%,0.44%,-0.93%,-1.26%,4.03%,3.06%,4.34%,-0.23%,8.31%,2.68%,12.54%,-9.46%,2.82%,3.33%,2.17%,2.48%,1.86%,-0.82%,4.10%,13.80%,10.83%,0.30%,10.89%,8.55%,9.74%,17.28%,8.04%,11.69%,3.31%,10.38%,,,,,,,,,,,,,,,,-,35.29%,50,24.73%,3,22.37%,11.00%,4.07%,11.5391,0.14%,14-May-21,11.642,10-May-21,9.4769,24-Sep-20,,,,,
Tata Multi Asset Opportunities Fund - GrowthMulti Asset Allocation,-,681.28,-0.49%,1.84%,1.28%,15.79%,1.45%,42.40%,-,-,-,-,2.74%,1.66%,-0.91%,1.27%,-1.58%,3.79%,3.59%,0.49%,-0.88%,-1.21%,4.08%,3.11%,4.45%,-0.03%,8.49%,2.85%,12.71%,-9.32%,2.98%,3.49%,2.24%,2.58%,2.19%,-0.40%,4.41%,14.52%,11.33%,1.77%,11.96%,9.79%,10.66%,17.84%,7.80%,-,-,-,,,,,,,,,,,,,,,,-,35.29%,50,24.73%,3,22.37%,11.00%,4.07%,13.7821,-0.41%,14-May-21,13.939,10-May-21,9.441,22-May-20,,,,,
Nippon India Multi Asset Fund - Direct Plan - GrowthMulti Asset Allocation,-,998.65,-0.70%,1.04%,0.41%,10.62%,2.50%,-,-,-,-,-,0.62%,-0.04%,0.27%,3.22%,-0.96%,5.08%,6.22%,0.50%,0.33%,1.78%,3.94%,3.56%,0.58%,5.63%,13.79%,6.80%,14.93%,-,-,-,-,-,-,-,7.16%,25.02%,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,-,8.79%,22,62.96%,7,22.62%,5.63%,-,13.469,-0.42%,14-May-21,13.6252,10-May-21,9.396,22-May-20,,,,,
,,,,,,,,,,,,,0.70%,0.10%,0.43%,3.35%,-0.81%,5.24%,6.39%,0.63%,0.46%,1.94%,4.09%,3.71%,0.80%,6.13%,14.33%,7.26%,15.43%,-,-,-,-,-,-,-,7.91%,27.02%,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,-,8.79%,22,62.96%,7,22.62%,5.63%,-,,,,,,,,,,,,
,,,,,,,,,,,,,1.05%,-0.26%,-0.13%,0.95%,-1.22%,3.23%,3.89%,1.30%,-1.00%,0.80%,5.97%,4.26%,0.79%,1.47%,9.20%,6.22%,18.07%,-16.15%,3.39%,0.17%,-0.23%,0.93%,-0.15%,0.59%,2.70%,13.07%,3.93%,-0.40%,17.09%,7.03%,-3.70%,22.72%,-4.02%,24.91%,-7.71%,16.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.08%,-0.20%,-0.06%,1.01%,-1.16%,3.29%,3.95%,1.36%,-0.94%,0.87%,6.04%,4.32%,0.89%,1.67%,9.41%,6.43%,18.28%,-15.98%,3.58%,0.38%,-,1.16%,0.08%,0.83%,3.00%,13.94%,4.83%,0.63%,18.24%,7.71%,-3.16%,23.43%,-3.80%,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
