Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
HDFC FMP 1141D August 2018 (1) (42) - GrowthFixed Maturity Plans - Debt,-,270.97,0.14%,0.74%,2.25%,5.00%,1.02%,13.15%,9.83%,-,-,-,4.30%,0.27%,0.33%,0.39%,0.40%,0.44%,0.43%,-1.26%,0.50%,0.62%,0.78%,0.48%,0.66%,0.98%,1.84%,2.20%,4.06%,2.22%,2.26%,3.02%,1.88%,-,-,-,1.60%,10.29%,10.49%,0.38%,-,-,-,-,-,-,-,-,32/488,42/487,10/485,9/485,43/487,6/485,425/445,0/0,0/0,0/0,0.94,0.21,4.24,2.73,0.19,-,-,-,84.06%,14,-,15.94%,-,1089.6159,0.02%,12-May-21,1089.6159,12-May-21,976.8846,28-May-20,8.45%,10.82%,-,-,-
HDFC FMP 1141D August 2018 (1) (42) - Direct Plan - GrowthFixed Maturity Plans - Debt,-,270.97,0.14%,0.74%,2.25%,5.01%,1.02%,13.17%,9.97%,-,-,-,0.12%,0.50%,0.51%,0.31%,0.03%,0.20%,0.64%,0.80%,0.55%,0.35%,0.82%,1.34%,0.60%,0.94%,1.75%,1.99%,4.13%,2.13%,2.40%,3.05%,1.86%,-,-,-,1.70%,10.57%,10.76%,0.39%,-,-,-,-,-,-,-,-,28/488,62/487,8/485,8/485,65/487,7/485,405/445,0/0,0/0,0/0,0.93,0.21,4.27,2.75,0.19,-,-,-,87.06%,17,-,12.94%,-,1246.464,0.01%,12-May-21,1246.464,12-May-21,1183.2603,18-May-20,8.41%,11.60%,-,-,-
ICICI Prudential FMP - Series 74 - 9 Years Plan U - Direct Plan - GrowthFixed Maturity Plans - Debt,-,36.96,0.14%,1.14%,2.19%,2.37%,1.44%,6.64%,9.86%,10.07%,8.64%,-,0.13%,0.52%,0.52%,0.32%,0.04%,0.21%,0.65%,0.82%,0.57%,0.37%,0.82%,1.36%,0.59%,0.88%,1.80%,1.98%,3.96%,2.04%,2.27%,3.19%,1.83%,-,-,-,1.56%,10.37%,10.10%,-,-,-,-,-,-,-,-,-,28/488,64/487,8/485,8/485,64/487,7/485,405/445,0/0,0/0,0/0,0.97,0.23,4.17,2.72,0.18,-,-,-,83.98%,13,-,16.02%,-,1234.9031,0.01%,12-May-21,1234.9031,12-May-21,1176.3113,18-May-20,8.41%,12.14%,-,-,-
DSP FMP - Series 243 - 36M - Regular Plan - GrowthFixed Maturity Plans - Debt,-,258.11,0.14%,0.63%,1.80%,3.78%,0.85%,10.56%,8.91%,-,-,-,0.13%,0.51%,0.51%,0.31%,0.02%,0.19%,0.65%,0.79%,0.58%,0.35%,0.74%,1.23%,0.61%,0.93%,1.85%,2.03%,4.01%,2.09%,2.32%,3.24%,1.88%,-,-,-,1.65%,10.64%,10.37%,-,-,-,-,-,-,-,-,-,27/488,60/487,7/485,7/485,68/487,8/485,406/445,0/0,0/0,0/0,0.94,0.21,4.26,2.76,0.19,-,-,-,88.71%,17,-,11.29%,-,1074.138,0.01%,12-May-21,1074.138,12-May-21,1017.8637,18-May-20,8.39%,12.11%,-,-,-
Nippon India Fixed Horizon Fund 36 - Series 8 - GrowthFixed Maturity Plans - Debt,-,185.07,0.14%,0.70%,2.21%,4.79%,0.98%,12.18%,9.92%,9.14%,-,-,0.14%,0.53%,0.53%,0.33%,0.04%,0.21%,0.67%,0.80%,0.60%,0.37%,0.76%,1.25%,1.39%,0.02%,2.63%,0.59%,4.36%,2.80%,1.71%,2.92%,2.19%,2.96%,4.62%,1.46%,1.58%,10.53%,9.73%,-,-,-,-,-,-,-,-,-,25/488,61/487,7/485,7/485,66/487,8/485,406/445,0/0,0/0,0/0,1.7,0.30,2.59,2.65,0.15,-,-,-,2.55%,1,-,97.45%,-,1067.4461,0.01%,12-May-21,1067.4461,12-May-21,1013.8473,18-May-20,8.34%,11.84%,-,-,-
Nippon India Fixed Horizon Fund 40 - Series 16 - Direct Plan - GrowthFixed Maturity Plans - Debt,-,31.95,0.14%,0.76%,2.44%,4.93%,1.07%,13.49%,7.32%,-,-,-,0.13%,0.24%,0.26%,0.22%,0.19%,0.26%,0.30%,0.39%,0.25%,0.25%,0.41%,0.50%,1.42%,0.07%,2.68%,0.63%,4.41%,2.84%,1.75%,2.99%,2.26%,3.03%,4.68%,1.52%,1.65%,10.80%,9.93%,-,-,-,-,-,-,-,-,-,29/488,59/487,6/485,5/485,66/487,9/485,429/445,0/0,0/0,0/0,1.0,0.24,4.09,2.70,0.17,-,-,-,95.16%,20,-,4.84%,-,12.8045,0.13%,12-May-21,12.8045,12-May-21,12.0529,18-May-20,8.29%,11.10%,-,-,-
HDFC FMP 3360D March 2014 (1) (30) - Direct Plan - GrowthFixed Maturity Plans - Debt,-,706.7,0.14%,0.92%,1.90%,1.99%,1.22%,6.05%,9.47%,9.58%,8.61%,-,0.11%,0.26%,0.28%,0.24%,0.21%,0.28%,0.32%,0.40%,0.27%,0.27%,0.41%,0.51%,0.59%,0.83%,1.69%,1.85%,3.56%,2.04%,2.03%,3.20%,-,-,-,-,1.47%,10.25%,9.30%,-,-,-,-,-,-,-,-,-,30/488,60/487,6/485,6/485,65/487,9/485,429/445,0/0,0/0,0/0,1.04,0.25,4.05,2.72,0.17,-,-,-,97.42%,15,-,2.58%,-,12.7363,0.13%,12-May-21,12.7363,12-May-21,12.0183,18-May-20,8.87%,12.21%,-,-,-
ICICI Prudential FMP - Series 74 - 9 Years Plan U - GrowthFixed Maturity Plans - Debt,-,36.96,0.14%,1.12%,2.14%,2.27%,1.42%,6.43%,9.64%,9.83%,8.40%,-,0.14%,0.51%,0.52%,0.31%,0.02%,0.18%,0.65%,0.79%,0.44%,0.33%,0.60%,0.90%,0.62%,0.89%,1.76%,1.91%,3.62%,2.10%,2.09%,3.26%,-,-,-,-,1.55%,10.47%,9.53%,-,-,-,-,-,-,-,-,-,33/488,71/487,3/485,3/485,71/487,10/485,445/445,0/0,0/0,0/0,1.03,0.24,4.05,2.71,0.17,-,-,-,27.36%,3,-,72.64%,-,12.8157,0.12%,12-May-21,12.8157,12-May-21,12.0612,18-May-20,8.26%,11.28%,-,-,-
PGIM India Fixed Duration Fund - Series BE - Direct Plan - GrowthFixed Maturity Plans - Debt,-,47.46,0.14%,0.71%,2.69%,6.04%,1.09%,12.28%,7.37%,-,-,-,0.14%,0.51%,0.53%,0.32%,0.04%,0.21%,0.67%,0.81%,0.46%,0.35%,0.60%,0.92%,0.67%,0.77%,1.66%,1.30%,3.48%,2.40%,2.05%,2.49%,2.42%,2.77%,4.13%,1.33%,1.48%,10.25%,8.14%,-,-,-,-,-,-,-,-,-,34/488,75/487,3/485,3/485,72/487,10/485,445/445,0/0,0/0,0/0,1.28,0.30,3.38,2.58,0.15,-,-,-,98.67%,5,-,1.33%,-,12.7466,0.12%,12-May-21,12.7466,12-May-21,12.0256,18-May-20,8.80%,11.90%,-,-,-
Nippon India Fixed Horizon Fund 40 - Series 3 - Direct Plan - GrowthFixed Maturity Plans - Debt,-,122.73,0.14%,0.80%,7.07%,9.91%,1.16%,19.14%,4.71%,-,-,-,1.02%,0.26%,0.33%,0.37%,0.34%,0.40%,0.41%,0.58%,0.47%,0.56%,0.79%,0.76%,0.69%,0.80%,1.70%,1.34%,3.53%,2.45%,2.10%,2.57%,2.51%,2.87%,4.23%,1.42%,1.57%,10.47%,8.31%,-,-,-,-,-,-,-,-,-,30/488,39/487,12/485,16/485,48/487,11/485,408/445,0/0,0/0,0/0,1.01,0.24,4.09,2.72,0.17,-,-,-,85.16%,15,0.46%,14.38%,-,12.6019,0.07%,12-May-21,12.6019,12-May-21,11.8715,18-May-20,8.20%,11.73%,-,-,-
PGIM India Fixed Duration Fund - Series BC - Direct Plan - GrowthFixed Maturity Plans - Debt,-,78.32,0.14%,0.71%,2.95%,6.55%,1.14%,13.18%,8.95%,-,-,-,1.04%,0.30%,0.37%,0.40%,0.38%,0.44%,0.44%,0.62%,0.51%,0.60%,0.82%,0.80%,0.66%,0.76%,1.64%,1.27%,3.48%,2.35%,2.05%,2.56%,2.37%,2.80%,4.18%,1.33%,1.51%,11.28%,10.56%,6.81%,4.30%,19.06%,2.84%,2.85%,-,-,-,-,31/488,40/487,13/485,15/485,46/487,11/485,411/445,0/0,0/0,0/0,1.02,0.24,4.07,2.72,0.17,-,-,-,98.40%,19,-,1.60%,-,12.5248,0.07%,12-May-21,12.5248,12-May-21,11.8337,18-May-20,8.16%,10.22%,-,-,-
HDFC FMP 3360D March 2014 (1) (30) - GrowthFixed Maturity Plans - Debt,-,706.7,0.14%,0.91%,1.87%,1.94%,1.20%,5.94%,9.36%,9.47%,8.51%,-,0.14%,0.50%,0.52%,0.31%,0.02%,0.19%,0.65%,0.78%,0.43%,0.38%,0.65%,1.04%,0.68%,0.80%,1.69%,1.32%,3.54%,2.41%,2.11%,2.65%,2.46%,2.90%,4.28%,1.43%,1.57%,8.82%,9.78%,5.31%,-,-,-,-,-,-,-,-,16/488,7/487,14/485,14/485,8/487,12/485,5/445,2/68,1/3,0/0,1.13,0.27,3.79,2.64,0.16,-,-,-,73.10%,11,-,26.90%,-,17.4912,0.04%,12-May-21,17.4912,12-May-21,16.4063,18-May-20,3.66%,-3.74%,-6.21%,7.90%,-
Nippon India Fixed Horizon Fund 40 - Series 19 - Direct Plan - GrowthFixed Maturity Plans - Debt,-,36.06,0.14%,0.74%,2.39%,4.70%,1.05%,13.38%,6.92%,-,-,-,0.14%,0.50%,0.53%,0.32%,0.04%,0.21%,0.68%,0.80%,0.46%,0.40%,0.67%,1.06%,0.67%,0.78%,1.64%,1.33%,3.44%,2.41%,2.04%,2.43%,2.41%,2.87%,4.03%,1.32%,1.65%,9.10%,10.13%,5.62%,-,-,-,-,-,-,-,-,14/488,7/487,16/485,15/485,7/487,12/485,6/445,0/0,0/0,0/0,1.08,0.26,3.86,2.61,0.16,-,-,-,97.57%,20,-,2.43%,-,17.1659,0.04%,12-May-21,17.1659,12-May-21,16.1319,18-May-20,7.07%,10.67%,-,-,-
Tata Fixed Maturity Plan Series 55 - Scheme E (1099) - Direct Plan - GrowthFixed Maturity Plans - Debt,-,111.37,0.13%,0.69%,2.06%,4.20%,0.95%,9.66%,5.28%,-,-,-,1.38%,0.37%,0.40%,0.42%,0.37%,0.41%,0.46%,0.75%,0.50%,0.68%,0.77%,1.07%,0.69%,0.81%,1.68%,1.37%,3.49%,2.46%,2.08%,2.51%,2.51%,2.96%,4.13%,1.42%,1.45%,9.61%,7.47%,-,-,-,-,-,-,-,-,-,12/488,9/487,14/485,14/485,8/487,13/485,5/445,3/68,2/3,0/0,1.3,0.32,3.51,2.71,0.14,-,-,-,75.15%,16,-,24.83%,-,12.0828,0.06%,03-May-21,12.0828,03-May-21,11.3973,18-May-20,6.88%,10.27%,-,-,-
HDFC FMP 1846D August 2013 (1) (27) - Direct Plan - GrowthFixed Maturity Plans - Debt,-,234.56,0.13%,1.01%,2.82%,5.45%,1.36%,14.04%,11.07%,9.74%,8.75%,-,1.39%,0.39%,0.43%,0.44%,0.40%,0.44%,0.49%,0.78%,0.52%,0.71%,0.78%,1.09%,1.19%,0.35%,2.53%,1.58%,4.59%,2.36%,-,-,-,-,-,-,1.54%,9.89%,7.66%,-,-,-,-,-,-,-,-,-,23/488,9/487,17/485,16/485,12/487,13/485,6/445,0/0,0/0,0/0,1.13,0.28,3.68,2.50,0.15,-,-,-,93.75%,13,-,6.25%,-,17.0714,0.04%,12-May-21,17.0714,12-May-21,16.1008,18-May-20,6.59%,12.76%,-,-,-
ICICI Prudential FMP - Series 85 - 10 Years Plan I - Direct Plan - GrowthFixed Maturity Plans - Debt,-,349.84,0.13%,0.49%,2.42%,1.44%,1.22%,6.21%,11.59%,-,-,-,1.60%,0.39%,0.41%,0.50%,0.47%,0.51%,0.52%,0.80%,0.64%,0.79%,0.81%,0.91%,1.20%,0.37%,2.56%,1.61%,4.63%,2.39%,-,-,-,-,-,-,1.69%,9.29%,9.46%,4.24%,-,-,-,-,-,-,-,-,4/488,41/487,31/485,17/485,51/487,14/485,16/445,0/0,0/0,0/0,1.08,0.26,3.86,2.59,0.16,-,-,-,97.66%,13,-,2.34%,-,16.95,0.04%,12-May-21,16.95,12-May-21,16.002,18-May-20,6.29%,12.15%,17.47%,26.88%,-
ICICI Prudential FMP - Series 83 - 1100 Days Plan X - Direct Plan - GrowthFixed Maturity Plans - Debt,-,134.34,0.13%,0.56%,1.71%,3.73%,0.76%,10.64%,8.92%,-,-,-,1.61%,0.41%,0.44%,0.52%,0.49%,0.54%,0.54%,0.82%,0.66%,0.82%,0.84%,0.93%,1.11%,0.31%,2.46%,1.45%,4.62%,-,-,-,-,-,-,-,1.78%,9.58%,9.75%,4.41%,-,-,-,-,-,-,-,-,8/488,43/487,23/485,19/485,49/487,14/485,393/445,0/0,0/0,0/0,1.28,0.30,3.22,2.30,0.13,-,-,-,95.48%,14,-,4.52%,-,12.4902,0.05%,03-May-21,12.4902,03-May-21,11.9141,18-May-20,6.24%,12.05%,-,-,-
Nippon India Fixed Horizon Fund 39 - Series 11 - Direct Plan - GrowthFixed Maturity Plans - Debt,-,46.99,0.13%,0.82%,6.29%,8.64%,1.14%,17.58%,5.62%,-,-,-,1.19%,0.39%,0.43%,0.40%,0.31%,0.41%,0.42%,0.72%,0.47%,0.56%,0.77%,0.96%,0.59%,1.69%,2.16%,2.67%,2.19%,2.49%,2.15%,1.77%,1.71%,2.64%,2.39%,-,1.70%,9.18%,8.31%,4.06%,-,-,-,-,-,-,-,-,27/488,51/487,30/485,20/485,55/487,15/485,402/445,0/0,0/0,0/0,1.17,0.27,3.3,2.28,0.15,-,-,-,64.83%,13,-,35.17%,-,12.4974,0.05%,03-May-21,12.4974,03-May-21,11.9086,18-May-20,6.63%,7.44%,5.26%,-,-
Nippon India Fixed Horizon Fund 40 - Series 16 - GrowthFixed Maturity Plans - Debt,-,31.95,0.13%,0.71%,2.29%,4.61%,1.00%,12.81%,6.68%,-,-,-,1.19%,0.40%,0.43%,0.41%,0.33%,0.43%,0.45%,0.74%,0.49%,0.59%,0.73%,0.99%,1.12%,0.34%,2.49%,1.49%,4.65%,-,-,-,-,-,-,-,1.77%,9.43%,8.90%,4.26%,-,-,-,-,-,-,-,-,83/488,98/487,11/485,11/485,101/487,15/485,412/445,0/0,0/0,0/0,1.0,0.23,4.02,2.62,0.17,-,-,-,12.35%,3,-,87.65%,-,12.3746,0.05%,12-May-21,12.3746,12-May-21,11.8944,18-May-20,6.14%,9.54%,-,-,-
Nippon India Fixed Horizon Fund 38 - Series 2 - GrowthFixed Maturity Plans - Debt,-,153.01,0.13%,0.79%,5.79%,8.20%,1.10%,17.25%,6.60%,-,-,-,1.51%,0.39%,0.42%,0.43%,0.35%,0.45%,0.49%,0.68%,0.56%,0.67%,0.69%,0.99%,1.20%,0.21%,2.53%,1.18%,4.39%,2.64%,2.40%,3.08%,2.40%,3.10%,3.70%,-,1.63%,8.76%,7.74%,4.58%,-,-,-,-,-,-,-,-,10/488,46/487,26/485,19/485,54/487,16/485,404/445,0/0,0/0,0/0,1.05,0.25,3.95,2.65,0.16,-,-,-,92.35%,14,-,7.65%,-,12.1197,0.04%,04-May-21,12.1197,04-May-21,11.4275,18-May-20,6.57%,7.24%,4.95%,-,-
ICICI Prudential FMP - Series 85 - 10 Years Plan I - GrowthFixed Maturity Plans - Debt,-,349.84,0.13%,0.47%,2.35%,1.31%,1.19%,5.95%,11.32%,-,-,-,1.52%,0.41%,0.45%,0.45%,0.38%,0.47%,0.52%,0.70%,0.58%,0.70%,0.72%,1.01%,1.22%,0.25%,2.57%,1.22%,4.44%,2.69%,2.44%,3.13%,2.45%,3.15%,3.75%,-,1.71%,8.91%,7.99%,4.78%,-,-,-,-,-,-,-,-,78/488,96/487,11/485,11/485,98/487,16/485,410/445,0/0,0/0,0/0,0.99,0.23,4.22,2.80,0.18,-,-,-,97.43%,13,-,2.57%,-,12.731,0.03%,10-May-21,12.731,10-May-21,12.1045,18-May-20,6.13%,11.80%,16.92%,25.85%,-
Nippon India Fixed Horizon Fund 36 - Series 5 - Direct Plan - GrowthFixed Maturity Plans - Debt,-,44.74,0.13%,0.58%,1.91%,4.18%,0.80%,11.15%,9.51%,8.95%,-,-,0.13%,0.47%,0.49%,0.47%,0.35%,0.51%,0.52%,0.77%,0.55%,0.64%,0.97%,0.90%,0.63%,1.54%,2.04%,2.82%,1.57%,2.28%,2.15%,1.69%,1.73%,2.67%,2.27%,-,1.46%,9.31%,10.28%,6.19%,-,-,-,-,-,-,-,-,14/488,46/487,26/485,21/485,51/487,17/485,408/445,0/0,0/0,0/0,1.42,0.22,3.79,4.07,0.25,-,-,-,97.32%,19,-,2.68%,-,13.2329,0.03%,12-May-21,13.2329,12-May-21,12.2933,18-May-20,6.13%,11.63%,-,-,-
SBI Fixed Maturity Plan (FMP) - Series 6 - Direct Plan - GrowthFixed Maturity Plans - Debt,-,26.86,0.13%,0.43%,2.13%,1.33%,1.12%,5.83%,-,-,-,-,0.12%,0.45%,0.46%,0.45%,0.32%,0.48%,0.49%,0.74%,0.52%,0.61%,0.96%,0.87%,0.66%,1.60%,2.10%,2.88%,1.64%,2.35%,2.22%,1.76%,1.81%,2.74%,2.34%,-,1.52%,9.50%,10.63%,6.44%,-,-,-,-,-,-,-,-,39/488,56/487,36/485,22/485,58/487,17/485,413/445,0/0,0/0,0/0,1.41,0.22,3.86,4.12,0.25,-,-,-,92.83%,17,-,7.17%,-,12.6268,0.03%,10-May-21,12.6268,10-May-21,12.0016,18-May-20,6.12%,11.96%,-,-,-
